match,row,kills,deaths,assists,damage,dmg_taken,healing,mvp,hero_id,hero_name,role
1,2,28,5,9,20796,51835,0,False,1011001,Hulk,1
1,3,7,9,29,7283,13402,45433,False,1031001,Luna Snow,3
1,4,18,7,33,11324,25719,38194,False,1050001,Invisible Woman,3
1,5,29,11,0,28598,11984,0,False,1045001,Namor,2
1,6,21,8,8,21683,39313,0,False,1022001,Captain America,1
1,7,41,8,0,30349,12579,0,True,1048001,Psylocke,2
1,8,21,7,10,19279,47765,0,False,1011001,Hulk,1
1,9,18,12,23,9828,16597,45287,False,1031001,Luna Snow,3
1,10,29,12,0,29988,10780,0,True,1045001,Namor,2
1,11,22,11,5,22887,41610,0,False,1053001,Emma Frost,1
1,12,17,13,24,9026,23371,36972,False,1050001,Invisible Woman,3
1,13,30,13,0,32625,12104,0,False,1048001,Psylocke,2
2,2,21,7,2,20023,45292,0,False,1027001,Groot,1
2,3,15,8,28,3960,10283,25323,False,1031001,Luna Snow,3
2,4,10,9,33,5210,6958,31565,False,1016001,Loki,3
2,5,41,5,0,22617,7110,0,True,1043001,Star Lord,2
2,6,27,6,2,17178,26622,0,False,1053001,Emma Frost,1
2,7,28,8,0,16767,8443,0,False,1048001,Psylocke,2
2,8,28,9,2,18730,37765,0,False,1027001,Groot,1
2,9,19,9,24,8560,8325,31195,True,1016001,Loki,3
2,10,16,9,2,17574,18045,148,False,1034001,Iron Man,2
2,11,26,7,9,16608,30258,0,False,1053001,Emma Frost,1
2,12,12,11,22,3031,8827,25591,False,1031001,Luna Snow,3
2,13,26,9,0,17224,6969,0,False,1048001,Psylocke,2
3,2,23,8,5,23315,56688,1655,False,1037001,Magneto,1
3,3,15,7,37,8379,26323,43936,False,1050001,Invisible Woman,3
3,4,32,11,1,30133,14859,0,False,1045001,Namor,2
3,5,30,5,7,21498,43768,0,False,1011001,Hulk,1
3,6,36,12,0,34127,11376,0,True,1017001,Human Torch,2
3,7,15,7,25,5876,17522,58737,False,1031001,Luna Snow,3
3,8,9,12,25,9725,17172,42328,False,1031001,Luna Snow,3
3,9,13,4,4,20991,40783,46,False,1022001,Captain America,1
3,10,14,10,29,4818,20425,42647,False,1050001,Invisible Woman,3
3,11,25,6,1,25294,47331,0,False,1037001,Magneto,1
3,12,29,12,0,30975,17443,0,False,1034001,Iron Man,2
3,13,35,9,0,45427,10502,0,True,1017001,Human Torch,2
4,2,17,8,3,19304,35796,0,False,1053001,Emma Frost,1
4,3,10,6,14,5264,8601,23967,False,1031001,Luna Snow,3
4,4,16,8,3,13437,9006,23,False,1024001,Hela,2
4,5,17,8,2,22137,46814,0,True,1027001,Groot,1
4,6,20,7,0,23813,7615,0,False,1048001,Psylocke,2
4,7,8,7,15,7031,9125,40948,False,1016001,Loki,3
4,8,14,6,22,9458,7642,38517,True,1016001,Loki,3
4,9,23,6,2,25048,47097,0,False,1027001,Groot,1
4,10,10,6,23,4438,7853,27371,False,1031001,Luna Snow,3
4,11,24,4,5,18908,32313,0,False,1053001,Emma Frost,1
4,12,21,6,0,17176,13590,234,False,1052001,Iron Fist,2
4,13,26,6,0,17036,7885,0,False,1048001,Psylocke,2
5,2,1,4,0,5734,9486,0,False,1037001,Magneto,1
5,3,1,5,1,1021,2854,6898,False,1031001,Luna Snow,3
5,4,2,5,0,5093,2628,0,True,1024001,Hela,2
5,5,1,5,0,4767,10977,0,False,1053001,Emma Frost,1
5,6,1,3,0,3578,5030,3,False,1049001,Wolverine,2
5,7,1,4,1,2185,5315,9442,False,1050001,Invisible Woman,3
5,8,14,1,2,7133,1620,582,False,1043001,Star Lord,2
5,9,6,1,14,1875,1265,7978,False,1031001,Luna Snow,3
5,10,14,0,1,3716,6864,0,False,1022001,Captain America,1
5,11,4,0,20,327,1590,9737,False,1023001,Rocket Raccoon,3
5,12,14,1,2,7901,13266,0,True,1037001,Magneto,1
5,13,16,0,2,7207,1623,0,False,1024001,Hela,2
6,2,29,6,9,19437,33239,0,True,1027001,Groot,1
6,3,19,5,5,13013,26484,0,False,1035001,Venom,1
6,4,25,8,0,19763,13985,0,False,1014001,The Punisher,2
6,5,3,5,30,494,3720,21805,False,1023001,Rocket Raccoon,3
6,6,20,7,3,15009,8101,0,False,1024001,Hela,2
6,7,15,4,22,4337,5631,24879,False,1031001,Luna Snow,3
6,8,18,7,0,18340,8242,0,True,1024001,Hela,2
6,9,17,9,2,17340,29316,0,False,1037001,Magneto,1
6,10,8,7,17,7765,15775,14171,False,1050001,Invisible Woman,3
6,11,16,9,1,15315,7189,0,False,1043001,Star Lord,2
6,12,15,6,6,13532,24685,5285,False,1027001,Groot,1
6,13,7,5,25,1480,5055,24335,False,1023001,Rocket Raccoon,3
7,2,1,6,3,4093,5318,14735,False,1031001,Luna Snow,3
7,3,6,7,0,11411,4748,0,False,1048001,Psylocke,2
7,4,3,5,0,5850,17589,0,False,1037001,Magneto,1
7,5,3,2,1,7009,15014,102,False,1022001,Captain America,1
7,6,7,5,0,8871,5818,0,True,1017001,Human Torch,2
7,7,0,6,4,3607,8361,10536,False,1050001,Invisible Woman,3
7,8,12,1,3,7986,16880,0,False,1011001,Hulk,1
7,9,0,1,20,283,2609,16321,False,1023001,Rocket Raccoon,3
7,10,23,3,0,11502,4944,0,True,1048001,Psylocke,2
7,11,16,1,2,11104,13310,0,False,1037001,Magneto,1
7,12,12,1,0,13203,3794,0,False,1045001,Namor,2
7,13,5,3,13,2868,3903,15024,False,1031001,Luna Snow,3
