match,row,kills,deaths,assists,damage,dmg_taken,healing,mvp,hero_id,hero_name,role
1,2,12,3,2,4152,3209,0,True,1026001,Black Panther,2
1,3,3,6,2,2010,5894,0,False,1053001,Emma Frost,1
1,4,5,5,1,2086,2021,0,False,1048001,Psylocke,2
1,5,4,4,0,2076,2665,0,False,1036001,Spider Man,2
1,6,10,7,10,4407,2380,0,False,1015001,Storm,2
1,7,3,4,6,1702,3308,2264,False,1023001,Rocket Raccoon,3
1,8,11,5,3,3932,2233,0,True,1038001,Scarlet Witch,2
1,9,0,0,0,0,0,0,False,,Desconocido,0
1,10,7,3,7,2013,1657,0,False,1036001,Spider Man,2
1,11,11,4,5,2513,3535,0,False,1052001,Iron Fist,2
1,12,10,3,4,3725,2704,0,False,1029001,Magik,2
1,13,4,8,3,2820,2496,0,False,1045001,Namor,2
1,14,9,4,5,3317,3808,0,False,1041001,Winter Soldier,2
2,2,23,6,43,9425,12204,49353,False,1025001,Cloak & Dagger,3
2,3,25,4,1,16992,38406,192,False,1022001,Captain America,1
2,4,41,10,2,36399,13236,0,False,1024001,Hela,2
2,5,18,6,32,13854,18572,33798,False,1050001,Invisible Woman,3
2,6,40,9,0,41172,12083,0,True,1017001,Human Torch,2
2,7,30,8,4,31974,56512,3645,False,1042001,Peni Parker,1
2,8,21,10,3,32760,45914,4040,True,1042001,Peni Parker,1
2,9,10,15,2,14590,54365,0,False,1011001,Hulk,1
2,10,17,12,1,40638,18586,0,False,1045001,Namor,2
2,11,5,12,15,3177,11283,36991,False,1023001,Rocket Raccoon,3
2,12,15,7,17,14241,16642,35340,False,1025001,Cloak & Dagger,3
2,13,23,14,0,29066,13748,0,False,1024001,Hela,2
3,2,25,10,34,17066,27267,52540,True,1050001,Invisible Woman,3
3,3,25,12,11,19458,47567,0,False,1037001,Magneto,1
3,4,31,10,5,43708,10966,0,False,1032001,Squirrel Girl,2
3,5,24,12,3,25276,32929,0,False,1024001,Hela,2
3,6,39,17,6,29984,12779,5538,False,1038001,Scarlet Witch,2
3,7,19,12,13,17214,34778,25629,False,1031001,Luna Snow,3
3,8,35,11,7,25537,77042,0,False,1027001,Groot,1
3,9,35,14,4,18693,34304,4474,False,1043001,Star Lord,2
3,10,42,14,10,24763,47151,0,False,1051001,The Thing,1
3,11,25,6,45,12748,9668,48044,False,1025001,Cloak & Dagger,3
3,12,42,9,0,30102,11631,0,False,1017001,Human Torch,2
3,13,24,5,51,13747,27981,48088,True,1050001,Invisible Woman,3
4,2,11,4,3,3515,3104,0,False,1036001,Spider Man,2
4,3,18,1,2,6262,9098,0,False,1053001,Emma Frost,1
4,4,15,0,18,1843,5544,5869,False,1050001,Invisible Woman,3
4,5,9,2,20,2159,1943,6276,False,1025001,Cloak & Dagger,3
4,6,10,3,0,3230,1386,0,False,1017001,Human Torch,2
4,7,21,1,0,8267,2259,0,True,1030001,Moon Knight,2
4,8,7,3,0,2069,1511,0,False,1033001,Black Widow,2
4,9,3,5,1,4781,3279,0,False,1045001,Namor,2
4,10,3,7,0,4014,14810,0,False,1053001,Emma Frost,1
4,11,3,6,2,3069,5740,4222,False,1046001,Adam Warlock,3
4,12,6,4,1,2692,2681,0,True,1024001,Hela,2
4,13,1,5,6,979,2949,8084,False,1023001,Rocket Raccoon,3
4,14,0,1,0,10,334,68,False,1031001,Luna Snow,3
5,2,26,4,1,20747,37047,0,False,1037001,Magneto,1
5,3,15,8,21,6648,14986,33212,False,1031001,Luna Snow,3
5,4,31,9,0,23233,14499,1112,True,1052001,Iron Fist,2
5,5,21,5,2,17455,40537,0,False,1018001,Doctor Strange,1
5,6,21,7,36,9609,10788,44812,False,1025001,Cloak & Dagger,3
5,7,24,7,4,21776,8779,0,False,1038001,Scarlet Witch,2
5,8,6,7,12,8775,18661,12323,False,1023001,Rocket Raccoon,3
5,9,15,8,6,18823,35945,0,False,1035001,Venom,1
5,10,13,8,8,22343,24620,17715,False,1042001,Peni Parker,1
5,11,22,13,3,14032,7877,0,False,1036001,Spider Man,2
5,12,22,9,0,28660,7417,0,True,1017001,Human Torch,2
5,13,8,11,16,10840,19301,21968,False,1050001,Invisible Woman,3
6,2,9,3,5,5687,2614,0,False,1017001,Human Torch,2
6,3,8,6,8,9641,9889,0,False,1053001,Emma Frost,1
6,4,11,6,19,4515,3227,6886,True,1025001,Cloak & Dagger,3
