match,row,kills,deaths,assists,damage,dmg_taken,healing,mvp,hero_id,hero_name,role
1,2,12,3,2,4152,3209,0,True,1026001.0,Black Panther,2
1,3,3,6,2,2010,5894,0,False,1053001.0,Emma Frost,1
1,4,5,5,1,2086,2021,0,False,1048001.0,Psylocke,2
1,5,4,4,0,2076,2665,0,False,1036001.0,Spider Man,2
1,6,10,7,10,4407,2380,0,False,1015001.0,Storm,2
1,7,3,4,6,1702,3308,2264,False,1023001.0,Rocket Raccoon,3
1,8,11,5,3,3932,2233,0,True,1038001.0,Scarlet Witch,2
1,9,0,0,0,0,0,0,False,,Desconocido,0
1,10,7,3,7,2013,1657,0,False,1036001.0,Spider Man,2
1,11,11,4,5,2513,3535,0,False,1052001.0,Iron Fist,2
1,12,10,3,4,3725,2704,0,False,1029001.0,Magik,2
1,13,4,8,3,2820,2496,0,False,1045001.0,Namor,2
1,14,9,4,5,3317,3808,0,False,1041001.0,Winter Soldier,2
2,2,23,6,43,9425,12204,49353,False,1025001.0,Cloak & Dagger,3
2,3,25,4,1,16992,38406,192,False,1022001.0,Captain America,1
2,4,41,10,2,36399,13236,0,False,1024001.0,Hela,2
2,5,18,6,32,13854,18572,33798,False,1050001.0,Invisible Woman,3
2,6,40,9,0,41172,12083,0,True,1017001.0,Human Torch,2
2,7,30,8,4,31974,56512,3645,False,1042001.0,Peni Parker,1
2,8,21,10,3,32760,45914,4040,True,1042001.0,Peni Parker,1
2,9,10,15,2,14590,54365,0,False,1011001.0,Hulk,1
2,10,17,12,1,40638,18586,0,False,1045001.0,Namor,2
2,11,5,12,15,3177,11283,36991,False,1023001.0,Rocket Raccoon,3
2,12,15,7,17,14241,16642,35340,False,1025001.0,Cloak & Dagger,3
2,13,23,14,0,29066,13748,0,False,1024001.0,Hela,2
3,2,25,10,34,17066,27267,52540,True,1050001.0,Invisible Woman,3
3,3,25,12,11,19458,47567,0,False,1037001.0,Magneto,1
3,4,31,10,5,43708,10966,0,False,1032001.0,Squirrel Girl,2
3,5,24,12,3,25276,32929,0,False,1024001.0,Hela,2
3,6,39,17,6,29984,12779,5538,False,1038001.0,Scarlet Witch,2
3,7,19,12,13,17214,34778,25629,False,1031001.0,Luna Snow,3
3,8,35,11,7,25537,77042,0,False,1027001.0,Groot,1
3,9,35,14,4,18693,34304,4474,False,1043001.0,Star Lord,2
3,10,42,14,10,24763,47151,0,False,1051001.0,The Thing,1
3,11,25,6,45,12748,9668,48044,False,1025001.0,Cloak & Dagger,3
3,12,42,9,0,30102,11631,0,False,1017001.0,Human Torch,2
3,13,24,5,51,13747,27981,48088,True,1050001.0,Invisible Woman,3
4,2,11,4,3,3515,3104,0,False,1036001.0,Spider Man,2
4,3,18,1,2,6262,9098,0,False,1053001.0,Emma Frost,1
4,4,15,0,18,1843,5544,5869,False,1050001.0,Invisible Woman,3
4,5,9,2,20,2159,1943,6276,False,1025001.0,Cloak & Dagger,3
4,6,10,3,0,3230,1386,0,False,1017001.0,Human Torch,2
4,7,21,1,0,8267,2259,0,True,1030001.0,Moon Knight,2
4,8,7,3,0,2069,1511,0,False,1033001.0,Black Widow,2
4,9,3,5,1,4781,3279,0,False,1045001.0,Namor,2
4,10,3,7,0,4014,14810,0,False,1053001.0,Emma Frost,1
4,11,3,6,2,3069,5740,4222,False,1046001.0,Adam Warlock,3
4,12,6,4,1,2692,2681,0,True,1024001.0,Hela,2
4,13,1,5,6,979,2949,8084,False,1023001.0,Rocket Raccoon,3
4,14,0,1,0,10,334,68,False,1031001.0,Luna Snow,3
5,2,26,4,1,20747,37047,0,False,1037001.0,Magneto,1
5,3,15,8,21,6648,14986,33212,False,1031001.0,Luna Snow,3
5,4,31,9,0,23233,14499,1112,True,1052001.0,Iron Fist,2
5,5,21,5,2,17455,40537,0,False,1018001.0,Doctor Strange,1
5,6,21,7,36,9609,10788,44812,False,1025001.0,Cloak & Dagger,3
5,7,24,7,4,21776,8779,0,False,1038001.0,Scarlet Witch,2
5,8,6,7,12,8775,18661,12323,False,1023001.0,Rocket Raccoon,3
5,9,15,8,6,18823,35945,0,False,1035001.0,Venom,1
5,10,13,8,8,22343,24620,17715,False,1042001.0,Peni Parker,1
5,11,22,13,3,14032,7877,0,False,1036001.0,Spider Man,2
5,12,22,9,0,28660,7417,0,True,1017001.0,Human Torch,2
5,13,8,11,16,10840,19301,21968,False,1050001.0,Invisible Woman,3
6,2,9,3,5,5687,2614,0,False,1017001.0,Human Torch,2
6,3,8,6,8,9641,9889,0,False,1053001.0,Emma Frost,1
6,4,11,6,19,4515,3227,6886,True,1025001.0,Cloak & Dagger,3
6,5,10,3,7,8605,1866,0,False,1024001.0,Hela,2
6,6,6,6,2,6477,6693,321,False,1049001.0,Wolverine,2
6,7,5,8,10,3966,4262,3225,False,1023001.0,Rocket Raccoon,3
6,8,15,5,10,4242,2707,0,False,1036001.0,Spider Man,2
6,9,9,2,8,3031,10378,0,False,1053001.0,Emma Frost,1
6,10,8,2,20,2330,2701,10303,False,1031001.0,Luna Snow,3
6,11,12,3,20,4417,2968,6029,False,1016001.0,Loki,3
6,12,6,3,6,3772,11634,0,False,1011001.0,Hulk,1
6,13,16,3,8,7969,13723,1250,True,1042001.0,Peni Parker,1
7,2,16,1,14,5659,4931,0,True,1040001.0,Mister Fantastic,2
7,3,9,5,10,2667,1811,646,False,1016001.0,Loki,3
7,4,13,2,11,3680,4195,0,False,1053001.0,Emma Frost,1
7,5,12,3,23,2885,2256,2814,False,1025001.0,Cloak & Dagger,3
7,6,0,0,0,0,0,0,False,,Desconocido,0
7,7,0,0,0,0,0,0,False,,Desconocido,0
7,8,15,3,6,6699,1387,0,False,1024001.0,Hela,2
7,9,11,2,8,4101,1668,0,False,1026001.0,Black Panther,2
7,10,4,6,3,1801,4118,4,False,1049001.0,Wolverine,2
7,11,10,6,6,3158,3572,0,False,1041001.0,Winter Soldier,2
7,12,9,4,4,5424,8758,0,True,1018001.0,Doctor Strange,1
7,13,0,6,11,185,2267,3270,False,1020001.0,Mantis,3
7,14,3,4,3,934,3310,4993,False,1047001.0,Jeff The Land Shark,3
7,15,5,5,5,3101,5971,0,False,1053001.0,Emma Frost,1
8,2,21,6,21,18001,8141,0,False,1015001.0,Storm,2
8,3,25,1,2,18658,30416,0,True,1022001.0,Captain America,1
8,4,20,6,23,12122,8483,14950,False,1016001.0,Loki,3
8,5,5,3,27,4110,4933,28467,False,1023001.0,Rocket Raccoon,3
8,6,20,8,3,17018,8195,0,False,1024001.0,Hela,2
8,7,18,4,4,20576,28012,1527,False,1042001.0,Peni Parker,1
8,8,10,8,9,16728,20976,0,False,1015001.0,Storm,2
8,9,6,9,6,11048,16957,14418,False,1050001.0,Invisible Woman,3
8,10,14,7,1,21480,6258,0,True,1017001.0,Human Torch,2
8,11,8,5,0,12199,23452,3893,False,1042001.0,Peni Parker,1
8,12,3,8,17,8891,7746,19488,False,1025001.0,Cloak & Dagger,3
8,13,11,10,1,15101,23051,0,False,1039001.0,Thor,1
9,2,25,9,0,22655,6804,0,False,1034001.0,Iron Man,2
9,3,12,9,16,9041,11276,28144,False,1031001.0,Luna Snow,3
9,4,19,9,1,21011,10117,0,False,1045001.0,Namor,2
9,5,19,5,6,16189,37992,0,False,1022001.0,Captain America,1
9,6,10,3,23,3607,6586,32294,False,1023001.0,Rocket Raccoon,3
9,7,22,7,6,14999,43233,0,True,1011001.0,Hulk,1
9,8,17,8,2,19565,9711,0,False,1024001.0,Hela,2
9,9,18,8,3,23107,32049,0,True,1039001.0,Thor,1
9,10,17,11,7,14703,9204,7316,False,1017001.0,Human Torch,2
9,11,12,5,22,11467,17327,29870,False,1050001.0,Invisible Woman,3
9,12,18,6,1,24201,27687,0,False,1053001.0,Emma Frost,1
9,13,8,9,15,10217,7800,16393,False,1047001.0,Jeff The Land Shark,3
10,2,18,11,0,15668,11203,611,False,1052001.0,Iron Fist,2
10,3,24,8,6,22601,36870,0,False,1051001.0,The Thing,1
10,4,9,6,27,3742,6502,21564,False,1023001.0,Rocket Raccoon,3
10,5,27,8,5,30523,37025,0,True,1053001.0,Emma Frost,1
10,6,28,7,0,22270,6054,0,False,1048001.0,Psylocke,2
10,7,14,7,24,16864,16380,29137,False,1050001.0,Invisible Woman,3
10,8,14,8,23,7403,15049,27238,False,1050001.0,Invisible Woman,3
10,9,20,8,2,19526,37515,2214,False,1042001.0,Peni Parker,1
10,10,18,10,9,22443,38976,0,True,1051001.0,The Thing,1
10,11,22,12,0,20995,9064,0,False,1014001.0,The Punisher,2
10,12,21,6,4,21786,12955,0,False,1045001.0,Namor,2
10,13,4,9,19,869,9285,29017,False,1023001.0,Rocket Raccoon,3
11,2,11,6,3,4065,3246,0,False,1048001.0,Psylocke,2
11,3,9,11,2,5791,5683,0,False,1029001.0,Magik,2
11,4,19,7,6,4905,11602,0,False,1053001.0,Emma Frost,1
11,5,11,6,2,4586,3760,0,False,1026001.0,Black Panther,2
11,6,11,8,2,3883,10911,0,False,1018001.0,Doctor Strange,1
11,7,1,11,0,2533,3557,485,False,1047001.0,Jeff The Land Shark,3
11,8,14,14,5,6712,5077,0,False,1030001.0,Moon Knight,2
11,9,10,1,3,4543,6350,1496,False,1042001.0,Peni Parker,1
11,10,19,9,3,6974,4665,0,True,1048001.0,Psylocke,2
11,11,11,6,9,4908,4640,0,False,1036001.0,Spider Man,2
11,12,6,16,4,4107,5909,0,False,1036001.0,Spider Man,2
11,13,20,10,6,8968,4701,0,False,1038001.0,Scarlet Witch,2
12,2,10,1,2,1894,1802,0,False,1036001.0,Spider Man,2
12,3,7,3,12,2006,6111,0,False,1051001.0,The Thing,1
12,4,16,2,9,5006,8038,0,True,1039001.0,Thor,1
12,5,5,3,2,2342,3941,90,False,1049001.0,Wolverine,2
12,6,14,4,19,3605,2798,3689,False,1016001.0,Loki,3
12,7,17,4,7,5497,2346,0,False,1038001.0,Scarlet Witch,2
12,8,5,7,1,3567,3952,0,False,1026001.0,Black Panther,2
12,9,6,2,4,4978,4715,493,False,1042001.0,Peni Parker,1
12,10,4,7,5,2223,3462,2633,False,1046001.0,Adam Warlock,3
12,11,5,6,4,4936,2488,0,False,1045001.0,Namor,2
12,12,8,7,1,6361,2257,0,True,1024001.0,Hela,2
12,13,2,7,1,2971,3476,0,False,1029001.0,Magik,2
13,2,1,4,0,1092,1489,0,False,1021001.0,Hawkeye,2
13,3,3,3,0,1155,1411,0,False,1036001.0,Spider Man,2
13,4,0,4,0,573,3753,0,False,1053001.0,Emma Frost,1
13,5,3,4,2,976,2293,222,False,1049001.0,Wolverine,2
13,6,2,3,0,2111,2234,1,True,1052001.0,Iron Fist,2
13,7,0,6,0,1131,1982,0,False,1029001.0,Magik,2
13,8,9,1,6,2027,2461,0,False,1018001.0,Doctor Strange,1
13,9,12,0,7,1996,1029,0,False,1038001.0,Scarlet Witch,2
13,10,4,2,6,1569,1298,0,False,1041001.0,Winter Soldier,2
13,11,8,3,5,1519,950,0,False,1017001.0,Human Torch,2
13,12,13,1,6,2494,1065,0,True,1045001.0,Namor,2
13,13,9,0,5,2403,645,0,False,1029001.0,Magik,2
14,2,10,10,10,6656,4292,0,False,1015001.0,Storm,2
14,3,11,1,13,4588,1025,3101,True,1016001.0,Loki,3
14,4,10,0,4,5094,7152,0,False,1018001.0,Doctor Strange,1
14,5,6,1,26,2514,1068,6038,False,1020001.0,Mantis,3
14,6,11,1,10,4011,6612,0,False,1053001.0,Emma Frost,1
14,7,14,2,7,5546,2511,0,False,1029001.0,Magik,2
14,8,5,3,5,4474,9908,0,False,1053001.0,Emma Frost,1
14,9,10,5,5,3512,4780,4869,True,1025001.0,Cloak & Dagger,3
14,10,3,5,9,1168,2884,4543,False,1020001.0,Mantis,3
14,11,10,6,9,3782,2353,0,False,1015001.0,Storm,2
14,12,0,6,3,1343,5195,2862,False,1050001.0,Invisible Woman,3
14,13,3,4,1,4774,8669,765,False,1042001.0,Peni Parker,1
15,2,9,6,2,6783,4287,0,False,1052001.0,Iron Fist,2
15,3,9,4,10,3499,3511,3175,True,1046001.0,Adam Warlock,3
15,4,8,2,6,6564,7056,405,False,1042001.0,Peni Parker,1
15,5,14,9,4,5234,4037,0,False,1043001.0,Star Lord,2
15,6,5,6,3,8194,5763,157,False,1049001.0,Wolverine,2
15,7,7,3,17,2977,5219,5244,False,1050001.0,Invisible Woman,3
15,8,7,6,2,4074,3534,0,False,1026001.0,Black Panther,2
15,9,8,6,8,3755,6654,0,False,1053001.0,Emma Frost,1
15,10,10,6,18,4095,4127,11260,True,1031001.0,Luna Snow,3
15,11,10,2,5,3085,4023,270,False,1049001.0,Wolverine,2
15,12,12,3,11,3555,12073,0,False,1035001.0,Venom,1
15,13,20,5,26,9297,3777,0,False,1015001.0,Storm,2
16,2,9,3,4,3293,2425,0,False,1043001.0,Star Lord,2
16,3,11,6,4,3582,2291,0,True,1017001.0,Human Torch,2
16,4,6,3,10,1716,2870,4664,False,1016001.0,Loki,3
16,5,3,2,7,978,2629,2733,False,1050001.0,Invisible Woman,3
16,6,2,6,1,2503,4248,277,False,1049001.0,Wolverine,2
16,7,5,4,0,4342,7095,0,False,1053001.0,Emma Frost,1
16,8,7,4,4,3349,1822,0,False,1043001.0,Star Lord,2
16,9,11,1,3,4234,7287,1016,True,1042001.0,Peni Parker,1
16,10,11,3,10,3245,1107,0,False,1045001.0,Namor,2
16,11,4,5,1,3055,3122,374,False,1049001.0,Wolverine,2
16,12,5,1,1,2201,1404,0,False,1026001.0,Black Panther,2
16,13,4,5,0,2713,1674,0,False,1034001.0,Iron Man,2
17,2,0,16,0,0,250,0,False,1033001.0,Black Widow,2
17,3,2,2,1,1351,1630,0,False,1036001.0,Spider Man,2
17,4,6,6,1,2711,2407,0,True,1048001.0,Psylocke,2
17,5,3,5,3,2639,3777,0,False,1018001.0,Doctor Strange,1
17,6,2,6,7,1475,2149,2396,False,1046001.0,Adam Warlock,3
17,7,3,2,2,2455,4501,473,False,1042001.0,Peni Parker,1
17,8,10,2,8,1415,4223,0,False,1018001.0,Doctor Strange,1
17,9,14,1,8,4480,972,0,True,1038001.0,Scarlet Witch,2
17,10,5,3,3,1812,1528,0,False,1026001.0,Black Panther,2
17,11,10,2,9,2309,2516,0,False,1053001.0,Emma Frost,1
17,12,13,1,8,3341,1778,0,False,1029001.0,Magik,2
17,13,5,1,3,1052,1571,442,False,1049001.0,Wolverine,2
18,2,17,1,0,11359,4446,0,False,1029001.0,Magik,2
18,3,13,0,0,8920,10996,1317,False,1042001.0,Peni Parker,1
18,4,20,4,6,15734,4276,0,False,1041001.0,Winter Soldier,2
18,5,20,1,3,10263,15405,0,True,1051001.0,The Thing,1
18,6,8,3,15,2253,3928,10594,False,1023001.0,Rocket Raccoon,3
18,7,15,3,18,4384,6039,10815,False,1025001.0,Cloak & Dagger,3
18,8,2,7,3,3667,5337,9761,False,1023001.0,Rocket Raccoon,3
18,9,1,6,4,4758,5850,13816,False,1025001.0,Cloak & Dagger,3
18,10,5,7,2,9902,24417,0,False,1035001.0,Venom,1
18,11,2,8,1,8525,16150,0,False,1053001.0,Emma Frost,1
18,12,8,3,0,11277,3099,0,True,1048001.0,Psylocke,2
18,13,8,2,1,6778,2917,0,False,1036001.0,Spider Man,2
19,2,12,4,1,6583,3334,0,False,1021001.0,Hawkeye,2
19,3,15,2,3,10365,16867,0,False,1053001.0,Emma Frost,1
19,4,16,0,0,9260,11012,1132,False,1042001.0,Peni Parker,1
19,5,11,0,18,4856,7699,17030,False,1050001.0,Invisible Woman,3
19,6,14,0,14,7279,3225,7985,True,1047001.0,Jeff The Land Shark,3
19,7,10,2,0,9956,2290,0,False,1030001.0,Moon Knight,2
19,8,3,5,0,5973,19102,0,True,1011001.0,Hulk,1
19,9,0,3,1,1618,3317,10086,False,1023001.0,Rocket Raccoon,3
19,10,4,7,0,10676,6416,0,False,1048001.0,Psylocke,2
19,11,1,8,0,4405,10395,0,False,1038001.0,Scarlet Witch,2
19,12,1,2,3,2449,3423,16429,False,1025001.0,Cloak & Dagger,3
19,13,3,6,2,8961,10741,0,False,1045001.0,Namor,2
20,2,5,4,16,2243,6508,10068,False,1047001.0,Jeff The Land Shark,3
20,3,14,4,18,5347,6319,17599,True,1025001.0,Cloak & Dagger,3
20,4,8,6,1,7813,5406,0,False,1032001.0,Squirrel Girl,2
20,5,13,3,5,6010,12963,0,False,1053001.0,Emma Frost,1
20,6,10,6,0,6305,9081,0,False,1018001.0,Doctor Strange,1
20,7,12,6,0,8356,5439,0,False,1045001.0,Namor,2
20,8,10,6,0,11000,7529,121,False,1030001.0,Moon Knight,2
20,9,13,3,0,7307,4314,0,False,1048001.0,Psylocke,2
20,10,8,5,0,6198,18344,0,False,1053001.0,Emma Frost,1
20,11,11,6,9,5700,5140,15979,True,1025001.0,Cloak & Dagger,3
20,12,9,3,3,5233,3113,0,False,1036001.0,Spider Man,2
20,13,5,4,4,4147,3462,7185,False,1047001.0,Jeff The Land Shark,3
21,2,8,7,0,10666,4132,73,False,1030001.0,Moon Knight,2
21,3,5,6,1,7354,13340,0,False,1053001.0,Emma Frost,1
21,4,4,7,0,8374,15154,756,False,1042001.0,Peni Parker,1
21,5,5,6,7,3177,4008,10813,True,1025001.0,Cloak & Dagger,3
21,6,3,7,0,3260,3355,0,False,1036001.0,Spider Man,2
21,7,5,6,8,3596,3885,6156,False,1031001.0,Luna Snow,3
21,8,19,2,6,9338,2649,0,False,1036001.0,Spider Man,2
21,9,21,1,0,10178,3143,0,True,1048001.0,Psylocke,2
21,10,0,2,18,133,3203,11961,False,1023001.0,Rocket Raccoon,3
21,11,11,3,7,6782,20004,0,False,1035001.0,Venom,1
21,12,11,1,17,3863,3196,13770,False,1025001.0,Cloak & Dagger,3
21,13,16,2,0,9537,4231,0,False,1045001.0,Namor,2
22,2,11,8,0,21610,10258,528,False,1049001.0,Wolverine,2
22,3,10,5,1,12985,23800,0,False,1051001.0,The Thing,1
22,4,12,6,16,6406,9526,27912,True,1025001.0,Cloak & Dagger,3
22,5,6,5,12,7113,9806,15869,False,1050001.0,Invisible Woman,3
22,6,13,6,0,21839,5703,0,False,1017001.0,Human Torch,2
22,7,12,7,3,13924,23115,725,False,1042001.0,Peni Parker,1
22,8,10,4,22,8297,7448,25518,False,1025001.0,Cloak & Dagger,3
22,9,20,1,0,18648,7008,0,True,1048001.0,Psylocke,2
22,10,5,5,22,2594,7115,18350,False,1023001.0,Rocket Raccoon,3
22,11,14,4,6,17100,32851,0,False,1035001.0,Venom,1
22,12,23,7,0,16149,8046,0,False,1014001.0,The Punisher,2
22,13,22,8,4,13426,27467,0,False,1027001.0,Groot,1
23,2,18,2,2,8581,6914,62,False,1049001.0,Wolverine,2
23,3,12,1,16,4906,2008,15206,True,1016001.0,Loki,3
23,4,15,1,1,11632,4494,0,False,1024001.0,Hela,2
23,5,6,2,17,2557,3097,16366,False,1025001.0,Cloak & Dagger,3
23,6,11,2,2,6884,15069,0,False,1053001.0,Emma Frost,1
23,7,19,1,1,6971,13063,0,False,1018001.0,Doctor Strange,1
23,8,1,5,2,2834,6993,13333,False,1050001.0,Invisible Woman,3
23,9,5,5,3,6526,5337,13373,True,1025001.0,Cloak & Dagger,3
23,10,2,2,0,6893,3052,0,False,1048001.0,Psylocke,2
23,11,6,6,0,6899,5828,0,False,1043001.0,Star Lord,2
23,12,5,6,0,7096,15677,0,False,1037001.0,Magneto,1
23,13,7,5,4,5891,14114,73,False,1053001.0,Emma Frost,1
24,2,5,2,29,1855,5877,21921,False,1023001.0,Rocket Raccoon,3
24,3,12,3,30,7517,5397,24505,False,1025001.0,Cloak & Dagger,3
24,4,23,11,0,12496,8153,0,False,1026001.0,Black Panther,2
24,5,19,2,3,12772,24265,0,False,1035001.0,Venom,1
24,6,15,4,6,9591,5839,0,False,1036001.0,Spider Man,2
24,7,21,3,2,17423,33209,0,True,1027001.0,Groot,1
24,8,13,6,3,15119,20380,0,True,1011001.0,Hulk,1
24,9,12,6,9,9380,4374,10785,False,1038001.0,Scarlet Witch,2
24,10,16,8,3,14934,6712,0,False,1045001.0,Namor,2
24,11,10,5,1,18589,20021,1630,False,1042001.0,Peni Parker,1
24,12,7,9,9,8937,10330,10634,False,1025001.0,Cloak & Dagger,3
24,13,6,8,12,5829,5116,10742,False,1016001.0,Loki,3
25,2,9,3,6,9340,4058,0,False,1032001.0,Squirrel Girl,2
25,3,5,2,18,2085,2184,6046,False,1020001.0,Mantis,3
25,4,15,3,11,4224,8386,0,True,1053001.0,Emma Frost,1
25,5,6,3,2,4310,3673,257,False,1052001.0,Iron Fist,2
25,6,8,4,1,6097,1657,0,False,1021001.0,Hawkeye,2
