match,row,kills,deaths,assists,damage,dmg_taken,healing,mvp,hero_id,hero_name,role
1,2,2,4,0,7488,3167,0,False,1034001,Iron Man,2
1,3,0,4,1,43,2460,6266,False,1023001,Rocket Raccoon,3
1,4,1,6,0,3275,12166,0,False,1011001,Hulk,1
1,5,1,3,4,3932,2819,6798,False,1025001,Cloak & Dagger,3
1,6,1,5,0,6003,12851,0,False,1040001,Mister Fantastic,2
1,7,3,5,0,10027,4280,0,True,1043001,Star Lord,2
1,8,8,1,1,5933,8962,0,False,1053001,Emma Frost,1
1,9,9,1,17,3199,2653,12689,True,1025001,Cloak & Dagger,3
1,10,16,1,0,7795,2780,0,False,1024001,Hela,2
1,11,13,0,0,6498,7038,390,False,1052001,Iron Fist,2
1,12,12,1,0,6939,11882,0,False,1037001,Magneto,1
1,13,4,1,15,2276,1727,11310,False,1023001,Rocket Raccoon,3
2,2,23,6,4,19021,7381,0,False,1024001,Hela,2
2,3,17,6,4,16012,31594,0,False,1051001,The Thing,1
2,4,9,6,0,8940,29923,0,False,1018001,Doctor Strange,1
2,5,8,2,24,2090,4060,24245,False,1023001,Rocket Raccoon,3
2,6,15,5,16,8808,11393,21040,False,1050001,Invisible Woman,3
2,7,28,2,2,24963,7234,0,True,1038001,Scarlet Witch,2
2,8,12,8,0,11357,11405,288,False,1052001,Iron Fist,2
2,9,11,7,17,8072,7978,21133,False,1050001,Invisible Woman,3
2,10,14,8,1,15748,5615,0,False,1024001,Hela,2
2,11,15,6,7,13418,27762,0,False,1051001,The Thing,1
2,12,13,6,17,9168,10685,16455,True,1031001,Luna Snow,3
2,13,13,7,6,15424,24678,0,False,1040001,Mister Fantastic,2
3,2,35,5,5,18426,31509,0,False,1053001,Emma Frost,1
3,3,23,6,4,17163,27589,0,False,1039001,Thor,1
3,4,14,9,29,8743,11895,28617,False,1031001,Luna Snow,3
3,5,33,7,1,19542,10279,451,True,1052001,Iron Fist,2
3,6,8,6,27,1809,10916,25324,False,1023001,Rocket Raccoon,3
3,7,32,8,25,14984,15799,8201,False,1046001,Adam Warlock,3
3,8,9,8,21,13572,11624,27265,False,1025001,Cloak & Dagger,3
3,9,22,10,2,21402,9645,0,False,1026001,Black Panther,2
3,10,18,11,5,21460,34192,2764,False,1018001,Doctor Strange,1
3,11,18,12,1,17398,22793,0,False,1053001,Emma Frost,1
3,12,22,12,3,23331,11319,0,True,1043001,Star Lord,2
3,13,8,8,21,4692,7075,17049,False,1023001,Rocket Raccoon,3
4,2,20,12,17,20019,38311,8346,False,1037001,Magneto,1
4,3,53,13,0,42783,13416,0,True,1034001,Iron Man,2
4,4,15,13,40,11437,13432,39664,False,1023001,Rocket Raccoon,3
4,5,22,15,33,21182,24570,32838,False,1050001,Invisible Woman,3
4,6,39,14,0,44650,26460,381,False,1052001,Iron Fist,2
4,7,40,6,13,33583,54466,0,False,1051001,The Thing,1
4,8,36,16,8,35516,67213,0,True,1051001,The Thing,1
4,9,12,12,40,3941,15709,48044,False,1023001,Rocket Raccoon,3
4,10,35,9,6,22358,8576,0,False,1036001,Spider Man,2
4,11,36,19,4,40871,17676,0,False,1038001,Scarlet Witch,2
4,12,27,10,8,32950,71329,0,False,1037001,Magneto,1
4,13,31,8,41,18740,9064,56139,False,1025001,Cloak & Dagger,3
5,2,9,3,1,5483,2207,0,False,1036001,Spider Man,2
5,3,10,3,0,5932,5402,0,False,1029001,Magik,2
5,4,7,3,11,2975,3437,9597,False,1031001,Luna Snow,3
5,5,16,2,3,10495,16863,0,True,1039001,Thor,1
5,6,14,3,4,6227,2844,0,False,1021001,Hawkeye,2
5,7,6,1,10,3107,2763,9331,False,1046001,Adam Warlock,3
5,8,7,7,1,7541,3645,0,False,1038001,Scarlet Witch,2
5,9,7,6,0,9421,5386,0,False,1045001,Namor,2
5,10,6,5,0,5503,15253,0,False,1053001,Emma Frost,1
5,11,3,3,0,1733,2147,0,False,1024001,Hela,2
5,12,3,5,3,3574,4771,8348,False,1031001,Luna Snow,3
5,13,4,3,7,4593,5086,13748,True,1025001,Cloak & Dagger,3
5,14,0,2,0,1150,951,0,False,1036001,Spider Man,2
6,2,15,11,4,5565,6707,289,False,1052001,Iron Fist,2
6,3,27,12,12,11266,7547,0,False,1026001,Black Panther,2
6,4,18,12,11,7108,6717,2660,False,1025001,Cloak & Dagger,3
6,5,14,9,6,5042,9087,0,False,1053001,Emma Frost,1
6,6,17,2,8,5066,3304,0,False,1036001,Spider Man,2
6,7,14,14,8,6506,6709,0,False,1026001,Black Panther,2
6,8,24,8,8,9258,5376,0,True,1048001,Psylocke,2
6,9,19,10,7,8504,9160,1878,False,1052001,Iron Fist,2
6,10,8,11,4,3868,4303,0,False,1033001,Black Widow,2
6,11,24,11,12,8725,16828,0,False,1051001,The Thing,1
6,12,21,18,11,8651,9875,0,False,1026001,Black Panther,2
6,13,18,16,4,9229,5797,0,False,1014001,The Punisher,2
7,2,21,7,5,8661,5024,0,True,1029001,Magik,2
7,3,8,11,3,4474,3477,0,False,1014001,The Punisher,2
7,4,14,3,3,5722,10249,0,False,1035001,Venom,1
7,5,7,6,5,3696,7761,0,False,1018001,Doctor Strange,1
7,6,9,9,6,6013,2794,0,False,1030001,Moon Knight,2
7,7,9,6,2,4941,2603,0,False,1030001,Moon Knight,2
7,8,6,9,3,2067,3172,0,False,1036001,Spider Man,2
7,9,7,5,5,2812,6972,0,False,1053001,Emma Frost,1
7,10,13,7,7,4857,3574,0,False,1048001,Psylocke,2
7,11,7,12,12,3262,4769,0,False,1041001,Winter Soldier,2
7,12,17,6,11,4860,9105,0,False,1040001,Mister Fantastic,2
7,13,16,5,1,6226,3592,0,False,1048001,Psylocke,2
8,2,0,16,0,0,250,0,False,1033001,Black Widow,2
8,3,2,2,1,1351,1630,0,False,1036001,Spider Man,2
8,4,6,6,1,2711,2407,0,True,1048001,Psylocke,2
8,5,3,5,3,2639,3777,0,False,1018001,Doctor Strange,1
8,6,2,6,7,1475,2149,2396,False,1046001,Adam Warlock,3
8,7,3,2,2,2455,4501,473,False,1042001,Peni Parker,1
8,8,10,2,8,1415,4223,0,False,1018001,Doctor Strange,1
8,9,14,1,8,4480,972,0,True,1038001,Scarlet Witch,2
8,10,5,3,3,1812,1528,0,False,1026001,Black Panther,2
8,11,10,2,9,2309,2516,0,False,1053001,Emma Frost,1
8,12,13,1,8,3341,1778,0,False,1029001,Magik,2
8,13,5,1,3,1052,1571,442,False,1049001,Wolverine,2
9,2,34,10,0,14042,7613,0,True,1048001,Psylocke,2
9,3,21,9,0,10863,12359,1361,False,1052001,Iron Fist,2
9,4,9,11,13,4802,13816,10663,False,1023001,Rocket Raccoon,3
9,5,0,0,0,0,0,0,False,1038001,Scarlet Witch,2
9,6,19,13,6,10520,13594,0,False,1032001,Squirrel Girl,2
9,7,13,14,5,8060,17233,3787,False,1022001,Captain America,1
9,8,20,12,9,7287,8027,12201,False,1046001,Adam Warlock,3
9,9,20,7,0,10880,8205,0,False,1026001,Black Panther,2
9,10,13,5,19,4882,7068,12939,False,1047001,Jeff The Land Shark,3
